nombre,etiqueta,categoria,precio,url,imagen
Nike Swoosh Classic,Lo más vendido,Banda para la cabeza,$329,https://www.nike.com/mx/t/banda-para-la-cabeza-nike-swoosh-classic-JK7TwUNc/II5131-010,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/971d54fb-846b-477e-aaa2-b125c1579b39/NIKE+SWOOSH+CLASSIC+HEADBAND.png"
Jordan Jumpman,,Muñequeras,$609,https://www.nike.com/mx/t/munequeras-jordan-jumpman-1qTbMr8y/AC4094-101,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/ntck4uzx8k0zyard67pf/JORDAN+JUMPMAN+WRISTBANDS+2+PK.png"
Nike Academy,,"Mochila de futbol (grande, 30 l)","$1,349",https://www.nike.com/mx/t/mochila-de-futbol-nike-academy-grande-30-l-gXhdzucH/IO0912-010,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b13394f8-5f1d-4b5f-bfd1-a822882a8f74/NK+ACDMY+TEAM+BKPK+L+F26.png"
Nike,,19% de descuento,"$1,309",https://www.nike.com/mx/t/botella-fuel-1-9-l-nike-n8CqAwgO/II5193-405,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/adc80aa6-58f2-4435-83e4-6813c1a47be5/NIKE+FUEL+JUG+64+OZ+CHUG+RFSH.png"
Nike Flex Classic,,25% de descuento,$579,https://www.nike.com/mx/t/bandas-para-la-cabeza-paquete-de-6-nike-flex-classic-knMEeb4b/IQ5936-509,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6c79b4db-e4c3-4392-b615-ff66ff0d1625/NK+FLX+CLSC+HB+6PK+PRNTD+MTLC.png"
Nike Dynamic Fit,,Guantes de portero de fútbol,"$1,599",https://www.nike.com/mx/t/guantes-de-portero-de-fútbol-dynamic-fit-DTBskPPp/IF8194-010,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/0d1b9952-7c10-41a9-a173-4c73c182c0d2/NK+GK+DYNAMIC+FIT+-+FA25.png"
Nike Mercurial Lite,Lo más vendido,Espinilleras de fútbol,$699,https://www.nike.com/mx/t/espinilleras-de-futbol-nike-mercurial-lite-zNpFcc/DN3611-014,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/db3475b7-c344-4f1b-981f-091bf9ee3361/NK+MERC+LITE+-+FA22.png"
Nike Heritage Premier,Lo más vendido,Balón de futbol,$749,https://www.nike.com/mx/t/balon-de-futbol-nike-heritage-premier-I4DsXtMc/IV7520-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e1355a86-eb35-45c0-8f9b-42fb355a6fe6/NK+HERITAGE+BALL+PREMIER+FA26.png"
Nike J,Lo más vendido,Espinilleras de futbol para adultos,$299,https://www.nike.com/mx/t/espinilleras-de-futbol-para-adultos-nike-j-fw4M67/SP0040-009,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/y02vrp5rzhlfxcc0zf2d/NK+J+GUARD.png"
Nike Academy,,Bolsa para calzado de fútbol,$449,https://www.nike.com/mx/t/bolsa-para-calzado-de-futbol-nike-academy-Ndl5n6/DC2648-010,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/347fa892-f662-4926-ab21-0348c7dd7080/NK+ACDMY+SHOEBAG+-+SP21.png"
Nike Match,,Guantes de fútbol para portero,$699,https://www.nike.com/mx/t/guantes-de-futbol-para-portero-nike-match-z9E8HgWq/HQ0257-011,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/299d899e-3852-4b22-ae68-ed045384541f/NK+GK+MATCH+-+HO24.png"
Nike Academy Plus,,Balón de futbol,$999,https://www.nike.com/mx/t/balon-de-futbol-nike-academy-plus-XnZSmW2a/IQ0640-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/634e08bb-c839-4935-8781-1b060e2d8efb/NK+ACADEMY+PLUS+-+FA26.png"
Nike Academy,,Calcetines de fútbol hasta la rodilla,$349,https://www.nike.com/mx/t/calcetines-de-futbol-hasta-la-rodilla-nike-academy-wwdjrW/SX4120-101,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/nbujnkzbdxzzkdmpl76c/U+NK+ACDMY+OTC+132.png"
Nike Academy,,Bolsa para tenis (11 l),$549,https://www.nike.com/mx/t/bolsa-para-tenis-nike-academy-11-l-r5hIVnjK/IO0925-010,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/a1fcf029-9d9b-4676-99c3-85b5f4d3fb3f/NK+ACDMY+TEAM+SHOEBAG+F26.png"
Nike Academy,,Balón de futbol,$749,https://www.nike.com/mx/t/balon-de-futbol-nike-academy-j6kOgym1/IQ0642-010,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5ac9c7a5-3286-450f-a9e2-baf0a5d1894e/NK+ACADEMY+-+FA26.png"
Nike Academy,,Balón de fútbol,$749,https://www.nike.com/mx/t/balon-de-futbol-nike-academy-kFKWKI7h/HV4386-105,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/9961f342-6acf-45e1-b25d-ac8779e86f4a/NK+ACADEMY+-+FA25.png"
Jordan,Lo más vendido,Mangas de compresión de básquetbol de tiradores con protección UV,$699,https://www.nike.com/mx/t/mangas-de-basquetbol-de-tiradores-con-proteccion-uv-jordan-ZwTJEmE4/AC4142-010,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/uod9kzqej1jojryzyiz0/JORDAN+SHOOTER+SLEEVES.png"
Nike Academy,Lo más vendido,"Maleta duffel de futbol (mediana, 60 L)",$999,https://www.nike.com/mx/t/maleta-duffel-de-futbol-mediana-60-l-nike-academy-doDPXMcv/IO0918-010,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/028ed769-a8f2-4d65-95a5-173770e1ba63/NK+ACDMY+TEAM+DUFF+M+F26.png"
Nike Phantom,,Balón de fútbol,$499,https://www.nike.com/mx/t/balón-de-fútbol-phantom-BLofCPdG/HV6335-104,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e0c171ef-feda-4687-9fd3-6c991226c505/NK+PHANTOM+-+FA25.png"
England VaporFast Home,,Calcetas de futbol Nike Dri-FIT ADV,$549,https://www.nike.com/mx/t/calcetas-de-futbol-nike-dri-fit-adv-inglaterra-vaporfast-home-owqSGqa7/IQ8063-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6965a25c-8126-4206-9d62-d265c9d33b33/ENT+U+NK+VPRFAST+KH+HA.png"
Paris Saint-Germain Rise,,Gorra de futbol Nike,$959,https://www.nike.com/mx/t/gorra-de-futbol-nike-paris-saint-germain-rise-pJN6a6OB/JF6805-060,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5f889a8b-78f8-48d6-9bae-016e02bc926a/PSG+U+NK+RISE+CAP+C99.png"
Jordan Jumpman,,Muñequeras,$609,https://www.nike.com/mx/t/munequeras-jordan-jumpman-1qTbMr8y/AC4094-010,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/jclptrotnhsl9e4ssyxy/JORDAN+JUMPMAN+WRISTBANDS+2+PK.png"
FC Barcelona Club,,Gorra de futbol Nike,$759,https://www.nike.com/mx/t/gorra-de-futbol-nike-fc-barcelona-club-9VCtJvIN/JF6754-419,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/3c8d1820-51f3-461b-9318-ef1bd626a18e/FCB+U+NK+CLUB+CAP+H86.png"
England Rise,,Gorra de futbol Nike,$759,https://www.nike.com/mx/t/gorra-de-futbol-nike-england-rise-RJT9J5Fp/JF6769-419,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6496be0d-a397-49a4-a085-810a72a34a83/ENT+U+NK+RISE+CAP+C99+ALT2.png"
FFF Rise,,Gorra de futbol Nike,$959,https://www.nike.com/mx/t/gorra-de-futbol-nike-fff-rise-oU7m3sa8/JF6820-976,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/1642f0ac-c232-4fed-9330-57e5ebe75a5c/FFF+U+NK+RISE+CAP+C99+ALT3.png"
Brazil Skills,,Balón de futbol Nike,$499,https://www.nike.com/mx/t/balon-de-futbol-nike-brazil-skills-nAJLMYok/JF6835-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/dd1686e8-b696-4ebc-a3b8-e77f8f207a85/CBF+NK+SKILLS+BALL+BCS.png"
Paris Saint-Germain Pro,,Gorra de futbol Nike,$899,https://www.nike.com/mx/t/gorra-de-futbol-nike-paris-saint-germain-pro-ZFOw0sWb/JF6791-010,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/cb4b4ffa-50f7-4ba1-bffd-822b0fb3c537/PSG+U+NK+PRO+CAP+TRUE.png"
Netherlands Rise,,Gorra de futbol Nike,$759,https://www.nike.com/mx/t/gorra-de-futbol-nike-netherlands-rise-QVQzwiNf/JF6803-976,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/7de606ca-5d78-4e87-bc3d-da1ad8c23c73/KNVB+U+NK+RISE+CAP+C99+ALT1.png"
England,,Bufanda de futbol Nike Local Verbiage,$779,https://www.nike.com/mx/t/bufanda-de-futbol-nike-local-verbiage-england-5mTntnzY/JF6845-419,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6ddb6473-c0b5-4b98-a4ab-d02a64a354ee/ENT+LOCAL+VERBIAGE+SCARF+2.0.png"
Inter Milan Club,,Gorra de futbol Nike,$759,https://www.nike.com/mx/t/gorra-de-futbol-nike-inter-milan-club-7FEUpAJn/JF6756-480,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/66ba1609-0f64-4d91-b52f-e1020a9794ae/INTER+U+NK+CLUB+CAP+H86.png"
England Club,,Gorra de futbol Nike,$759,https://www.nike.com/mx/t/gorra-de-futbol-nike-de-inglaterra-club-IZy1PK3V/JF6768-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/fb08e54f-5cf2-4948-82d3-c5d7119e7bff/ENT+U+NK+CLUB+CAP+H86.png"
FFF Pro,,Gorra de futbol Nike para hombre,$929,https://www.nike.com/mx/t/gorra-de-futbol-nike-pro-para-hombre-fff-QAdZhupp/JF6785-010,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/10dcd849-5257-4473-ba89-8f416c07d6b3/FFF+U+NK+PRO+CAP+PRO.png"
England Club,,Gorra de futbol Nike,$759,https://www.nike.com/mx/t/gorra-de-futbol-nike-de-inglaterra-club-e4U59hOp/JF6780-657,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/0810d3d1-2bea-42ee-b8ee-b7a82f1dec23/ENT+U+NK+CLUB+CAP+H86+ALT1.png"
FC Barcelona,,Bufanda de futbol Nike Local Verbiage,$779,https://www.nike.com/mx/t/bufanda-de-futbol-nike-local-verbiage-fc-barcelona-cPwa6duh/JF6848-976,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5c9d438d-43e4-4450-b3ef-4cb9e2ab932d/FCB+LOCAL+VERBIAGE+SCARF+2.0.png"
Nike Refuel,Lo nuevo,Botella de agua (710 ml),$589,https://www.nike.com/mx/t/botella-de-agua-nike-refuel-710-ml-6brxep3r/FN0416-091,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/c8f62818-5ec7-4684-9b51-433db20f2c78/NIKE+REFUEL+BOTTLE+24+OZ.png
Nike Academy,,"Mochila de futbol (grande, 30 l)","$1,349",https://www.nike.com/mx/t/mochila-de-futbol-nike-academy-grande-30-l-gXhdzucH/IO0912-286,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/571e0c2b-40c7-4770-999d-ee536c12c169/NK+ACDMY+TEAM+BKPK+L+F26.png"
Nike Academy,,"Maleta duffel de futbol (mediana, 60 L)",$999,https://www.nike.com/mx/t/maleta-duffel-de-futbol-mediana-60-l-nike-academy-doDPXMcv/IO0918-657,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5caae1f7-a858-4391-ad48-929dea63baf7/NK+ACDMY+TEAM+DUFF+M+F26.png"
FFF Club,,Gorra de futbol Nike,$759,https://www.nike.com/mx/t/gorra-de-futbol-nike-de-la-fff-club-H0mtkB2M/JF6784-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/d406376f-db45-4f7f-9d47-821019b3e42b/FFF+U+NK+CLUB+CAP+H86+ALT1.png"
Nike Phantom,,Balón de fútbol,$499,https://www.nike.com/mx/t/balon-de-futbol-nike-phantom-BLofCPdG/HV6335-102,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/80add598-dba2-4a25-83bb-d44e4e59290d/NK+PHANTOM+-+FA25.png"
Chelsea FC Pro,,Gorra de futbol Nike,$899,https://www.nike.com/mx/t/gorra-de-futbol-nike-chelsea-fc-pro-Gv2cwTRq/JF6752-010,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/1d1a326b-cbad-4d93-9e7a-83046a09dae2/CFC+U+NK+PRO+CAP+TRUE.png"
Paris Saint-Germain Rise,,Gorra de futbol Nike,$879,https://www.nike.com/mx/t/gorra-de-futbol-nike-paris-saint-germain-rise-w1klO58l/JF6804-419,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/89acd9aa-f8ac-4fc1-9f66-4b34b02341fd/PSG+U+NK+RISE+CAP+C99.png"
Chelsea FC Club,,Gorra de futbol Nike,$759,https://www.nike.com/mx/t/gorra-de-futbol-nike-del-chelsea-fc-club-uYG4DxSn/JF6816-419,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/302b86f3-2cab-4920-b911-bd450ae6d0ee/CFC+U+NK+CLUB+CAP+H86.png"
FC Barcelona Rise,,Gorra de futbol Nike,$999,https://www.nike.com/mx/t/gorra-de-futbol-nike-fc-barcelona-rise-ZCgEH7eX/JF6770-976,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/70a85b58-cea6-44db-beb1-603b58b9870d/FCB+U+NK+RISE+CAP+C99.png"
England Apex,,Gorro tipo pescador cuadrado de futbol Nike,$799,https://www.nike.com/mx/t/gorro-tipo-pescador-cuadrado-de-futbol-england-apex-besASIai/JF6817-657,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/0e53870f-bbc4-4a94-b118-5ed1d633a25d/ENT+U+NK+APEX+SQUARE.png"
USA Apex,,Gorro tipo pescador de futbol Nike,"$1,189",https://www.nike.com/mx/t/gorro-tipo-pescador-de-futbol-nike-usa-apex-D0nkjo7V/JF6760-419,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/278b912a-f30f-4ef0-a73c-e7ae89509b89/USA+U+NK+APEX+BOONIE.png"
FC Barcelona Rise,,Gorra de futbol Nike,$899,https://www.nike.com/mx/t/gorra-de-futbol-nike-fc-barcelona-rise-6T0JEaSi/JF6818-976,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/003a5a31-8d86-4b26-a4f6-8a1d0f6ea9b3/FCB+U+NK+RISE+CAP+C99+ALT1.png"
Paris Saint-Germain Rise,,Gorra de futbol Nike,$899,https://www.nike.com/mx/t/gorra-de-futbol-nike-paris-saint-germain-rise-YEx9vktd/JF6806-976,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/11ffea84-2c13-470b-8912-7d462f366574/PSG+U+NK+RISE+CAP+C99+ALT1.png"
FFF Apex,,Gorro tipo pescador cuadrado de futbol Nike,$799,https://www.nike.com/mx/t/gorro-tipo-pescador-cuadrado-de-futbol-fff-apex-O9VczYVS/JF6801-976,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/81eda5ff-80ad-475f-9154-782603134686/FFF+U+NK+APEX+SQUARE.png"
Nike Mercurial Fade,,Balón de fútbol,$499,https://www.nike.com/mx/t/balón-de-fútbol-mercurial-fade-kTljDCg6/HV6330-635,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e5046e17-5de1-4a08-9ced-eae52dbd5fdf/NK+MERC+FADE-FA25.png"
FC Barcelona Club,,Gorra de futbol Nike,$759,https://www.nike.com/mx/t/gorra-de-futbol-nike-fc-barcelona-club-nQbvM2AT/JF6799-480,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/9f1d7c08-d1a8-4cd6-9042-3ae61685221d/FCB+U+NK+CLUB+CAP+H86+ALT2.png"
England Pitch,,Balón de futbol Nike,$699,https://www.nike.com/mx/t/balon-de-futbol-nike-inglaterra-pitch-XNBP4KIe/JF6840-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/af18f348-1301-435e-b827-e4cfea383d2e/ENT+NK+PITCH+BALL+BCS.png"
Paris Saint-Germain Club,,Gorra de futbol Nike,$759,https://www.nike.com/mx/t/gorra-de-futbol-nike-del-paris-saint-germain-club-j8X9swEq/JF6774-133,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e859b09f-9135-42e5-8eaf-506e9ef26546/PSG+U+NK+CLUB+CAP+H86+ALT2.png"
Chelsea FC Rise,,Gorra de futbol Nike,$999,https://www.nike.com/mx/t/gorra-de-futbol-nike-chelsea-fc-rise-ep01DAcO/JF6778-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/eeb10354-fd89-4e4c-b5fb-c12b7ac3cf77/CFC+U+NK+RISE+CAP+C99.png"
FFF Pro,,Gorra de futbol Nike para niños talla grande,$759,https://www.nike.com/mx/t/gorra-de-futbol-nike-para-ninos-talla-grande-fff-pro-tDBarosu/JF6811-419,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/bc2fcaab-c709-4dc0-8484-53c0a7f63226/FFF+K+NK+PRO+CAP+PRO.png"
England Rise,,Gorra de futbol Nike,$959,https://www.nike.com/mx/t/gorra-de-futbol-nike-england-rise-bT3OH9Xk/JF6798-976,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b78bdd4c-01c1-43a3-a861-af54a1edd6c8/ENT+U+NK+RISE+CAP+C99.png"
Croatia Apex,,Gorro tipo pescador cuadrado de futbol Nike,$799,https://www.nike.com/mx/t/gorro-tipo-pescador-cuadrado-de-futbol-croatia-apex-TBt8zLNY/JF6767-976,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/af62ecf0-0c34-4643-85e7-e4f487c27af7/CRO+U+NK+APEX+SQUARE.png"
England Academy,,Balón de futbol Nike,$889,https://www.nike.com/mx/t/balon-de-futbol-nike-inglaterra-academy-nThdqBm0/JF6837-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/f7490820-4325-4047-bb60-c897a6f244fc/ENT+NK+ACADEMY+BALL+BCS.png"
Brazil VaporFast Home,,Calcetas de futbol Nike Dri-FIT ADV,$549,https://www.nike.com/mx/t/calcetas-de-futbol-nike-dri-fit-adv-brazil-vaporfast-home-dkU53KQ8/IQ8060-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/df312e1b-9e4e-478b-9f9d-f05e203a002d/CBF+U+NK+VPRFAST+KH+HM.png"
Nike Swoosh Classic,,Banda para la cabeza,$329,https://www.nike.com/mx/t/banda-para-la-cabeza-nike-swoosh-classic-JK7TwUNc/II5131-101,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/95bcf70e-fb24-4333-b33a-d11315b80538/NIKE+SWOOSH+CLASSIC+HEADBAND.png"
Nike Pitch,,Balón de entrenamiento de fútbol,$549,https://www.nike.com/mx/t/balon-de-entrenamiento-de-futbol-nike-pitch-t1E0m7G5/HV6341-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4af9c97d-3e53-4885-a4dc-2d5e78c90151/NK+PTCH+TRAIN+-+FA25.png"
FC Barcelona Club,,Gorra de futbol Nike,$759,https://www.nike.com/mx/t/gorra-de-futbol-nike-fc-barcelona-club-9VCtJvIN/JF6754-480,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4da97484-6779-4bf0-8b2b-81dbbe1acaaa/FCB+U+NK+CLUB+CAP+H86.png"
Jordan Dri-FIT Jumpman,,Banda para el cabello,$629,https://www.nike.com/mx/t/cinta-para-el-pelo-jordan-dri-fit-jumpman-lkTPEWem/AC4093-101,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/my6pg3nsacnp90kvyl1n/JORDAN+JUMPMAN+HEADBAND.png"
