categoria,imagen,nombre,precio,url
Tenis de entrenamiento para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/da6da083-72e9-4d46-a1ae-2cfbf4edabc5/M+NIKE+HYBRID+RN.png",Nike Hybrid RN,"$3,099",https://www.nike.com/mx/t/tenis-de-entrenamiento-para-hombre-nike-hybrid-rn-RjF0jgPf/IV5066-101
Tenis de carrera en pavimento para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/3c14f71e-c017-4bc8-a940-43ad9aebde09/ZOOM+FLY+6.png",Nike Zoom Fly 6,"$3,999",https://www.nike.com/mx/t/tenis-de-carrera-en-pavimento-para-hombre-nike-zoom-fly-6-UXWFJzWq/FN8454-404
Tenis para hombre,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/2e555458-056e-427b-bb1d-be07ddae0c1b/SB+ZOOM+TENNIS+CLASSIC+QS+RSV.png,Nike SB Zoom Tennis Classic x Rassvet,"$2,599",https://www.nike.com/mx/launch/r/IO9846-400
Tenis de correr en pavimento para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b75f70b1-efef-4b06-958d-5ede41f53630/NIKE+STRUCTURE+PLUS+ESS.png",Nike Structure Plus,"$3,699",https://www.nike.com/mx/t/tenis-de-correr-en-pavimento-para-hombre-nike-structure-plus-cL9kl27F/IM8337-200
Tenis de skateboarding para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5c7b9a33-fae9-44d2-941d-8a73d09ec701/NIKE+SB+DUNK+LOW+PRO+WC.png",Nike SB Dunk Low Pro,"$2,999",https://www.nike.com/mx/t/tenis-de-skateboarding-para-hombre-nike-sb-dunk-low-pro-hXr9zrPz/IO0427-300
Tenis de correr en pavimento para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/0b56d324-42dc-491a-b97a-ca2c1e6f3ce7/NIKE+STRUCTURE+26.png",Nike Structure 26,"$3,499",https://www.nike.com/mx/t/tenis-de-correr-en-pavimento-para-hombre-nike-structure-26-hzLrunqZ/IW2350-210
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/cb5b6d74-174f-45bd-b433-1b53c0f72e11/AIR+JORDAN+3+RETRO+LASER.png","Air Jordan 3 Retro ""Laser""","$4,499",https://www.nike.com/mx/launch/r/JA1369-001
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/88b13d75-050f-44f8-9d23-e5031b906d34/TENNIS+CLASSIC+CS+STYLE.png",Nike Tennis Classic,"$2,399",https://www.nike.com/mx/t/tenis-para-hombre-nike-tennis-classic-KhBdkOoH/IV2436-400
Chanclas para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/776bcc36-978c-4fd1-ab4f-ee9199d07656/NIKE+MARINA.png",Nike Marina,$799,https://www.nike.com/mx/t/chanclas-para-hombre-nike-marina-IMKyXJl6/IH2380-200
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e8e6a8a8-4478-4def-969f-cc975a4ec206/NIKE+ASTROGRABBER+LTHR+SE.png",Tenis Nike Astrograbber Leather SE,"$2,999",https://www.nike.com/mx/t/tenis-para-hombre-nike-astrograbber-leather-se-sGXyto0p/IW1242-009
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/19f14560-bd94-4272-ab43-c8feda5eb928/AIR+JORDAN+1+RETRO+LOW+OG+LS.png","Air Jordan 1 Low OG ""Laser""","$3,699",https://www.nike.com/mx/launch/r/IV6750-001
Tenis de carrera en pavimento,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e1349aee-65ce-4300-ba04-bc77d24a2bff/ZOOMX+STREAKFLY+2.png",Nike Streakfly 2,"$4,199",https://www.nike.com/mx/t/tenis-de-carrera-en-pavimento-nike-streakfly-2-eW7mLFzy/HF6416-601
Tenis de carrera en pavimento para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/81a49344-868f-48fb-b64e-6b9047034cc4/ZOOMX+VAPORFLY+NEXT%25+4+FK.png",Nike Vaporfly 4,"$5,999",https://www.nike.com/mx/t/tenis-de-carrera-en-pavimento-para-hombre-nike-vaporfly-4-sR3FaDYB/IM8203-400
Tenis de tenis para cancha dura para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/40f59818-f03c-42ff-8607-992a35d7e42c/M+VAPOR+LITE+3+HC.png",Nike Vapor Lite 3,"$2,099",https://www.nike.com/mx/t/tenis-de-tenis-para-cancha-dura-para-hombre-nike-vapor-lite-3-eOL3RAth/FZ2155-003
Tenis para hombre,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/0bddb38e-fe6b-4a89-9163-a5a7f65cd0a5/AIR+FORCE+1+QS.png,Nike Air Force 1,"$3,099",https://www.nike.com/mx/launch/r/IR1940-800
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/a01447f6-0ff6-4dac-9566-e1a41d37cbf3/AIR+JORDAN+4+RETRO.png","Air Jordan 4 Retro ""Rare Air""","$4,599",https://www.nike.com/mx/launch/r/IO2463-102
Tenis de golf,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b018a25a-b7e2-4f8a-bfee-35ddb3549d16/NIKE+TEMPO+G.png",Nike Tempo G,"$3,249",https://www.nike.com/mx/t/tenis-de-golf-nike-tempo-g-B66Rf0uC/IH0361-100
Tacos de fútbol de corte low para terreno firme,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/78197101-8891-466a-b633-2fe785215c08/TIEMPO+LIGERA+PRO+FG.png",Nike Tiempo Ligera Pro,"$3,499",https://www.nike.com/mx/t/tacos-de-futbol-de-corte-low-nike-tiempo-ligera-pro-para-terreno-firme-9bgVAHGe/HQ3158-102
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/70f890c8-8f7b-4294-a581-eda9076793b9/AIR+FORCE+1+LOW+RETRO+PRM+ESS.png",Nike Air Force 1 Low Retro Premium,"$3,399",https://www.nike.com/mx/t/tenis-para-hombre-nike-air-force-1-low-retro-premium-JwitXWiJ/IM5755-700
Tacos de futbol para terrenos múltiples de corte low,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/deef3c4e-2d5f-43fe-bf34-c493064e3363/VAPOR+17+ACADEMY+FG%2FMG.png",Nike Mercurial Vapor 17 Academy,"$2,399",https://www.nike.com/mx/t/tacos-de-futbol-para-terrenos-multiples-de-corte-low-nike-mercurial-vapor-17-academy-EKpmxvWI/IF8517-600
Tenis de golf,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/1bc1811c-9b87-463d-afc1-42b5a700f47a/JORDAN+SPIZIKE+G.png",Jordan Spizike G,"$4,749",https://www.nike.com/mx/t/tenis-de-golf-jordan-spizike-g-jmTggZz9/HQ4365-103
Tenis de carrera en pavimento para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5a90fe9f-c34c-4460-b856-a06d435a7256/AIR+ZOOM+ALPHAFLY+NEXT%25+3.png",Nike Alphafly 3,"$6,499",https://www.nike.com/mx/t/tenis-de-carrera-en-pavimento-para-hombre-nike-alphafly-3-SvF5rm/FD8311-402
Tenis de básquetbol personalizables,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/a7e18553-12d1-4374-a874-5487216c8a21/SABRINA+4+NBY.png",Sabrina 4 By You,"$3,999",https://www.nike.com/mx/u/custom-sabrina-4-by-you-10002388/2613372834
Tenis de básquetbol personalizables A'ja Wilson,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/7a5c5b67-f965-44e5-873b-c347e8c9e604/A%27TWO+NBY.png",A'Two By You,"$3,899",https://www.nike.com/mx/u/custom-nike-atwo-by-you-10002350/9640447097
