categoria,imagen,nombre,precio,url
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/ad4a3019-d4e0-4056-a27c-ea6d60f7ced5/NIKE+AVA+X.png",Nike Ava X Mesh,"$2,799",https://www.nike.com/mx/t/tenis-para-hombre-nike-ava-x-mesh-oWQHcixP/IQ7633-003
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e387ea65-f09f-47e2-9178-b435e2cae281/AIR+MAX+95+BIG+BUBBLE+QS+2.png",Nike Air Max 95 Big Bubble,"$4,099",https://www.nike.com/mx/t/tenis-nike-air-max-95-big-bubble-para-hombre-O9wzFpXZ/IR1944-400
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/9339fefa-fd19-4e0b-996a-86d8afcc4e97/NIKE+AIR+MAX+PLUS+OG+PRM+1.png","Nike Air Max Plus Premium ""Scorpion""","$4,199",https://www.nike.com/mx/t/tenis-para-hombre-nike-air-max-plus-premium-scorpion-p6WlMu3z/IM9624-001
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6742b12f-8744-400e-8c42-5d493fb30c85/AIR+MAX+DN8+PRM+SE.png",Nike Air Max Dn8 Premium SE,"$4,499",https://www.nike.com/mx/t/tenis-para-hombre-nike-air-max-dn8-premium-se-3ZonG0MW/IV6223-001
Tacos de futbol para cancha cubierta de corte low,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e1c1b55b-f7f2-486a-b3cf-045cfeb57f8f/TIEMPO+STREETGATO+GU.png",Nike Tiempo Streetgato,"$2,299",https://www.nike.com/mx/t/tacos-de-futbol-para-cancha-cubierta-de-corte-low-nike-tiempo-streetgato-G7rqBWVK/IZ1689-600
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/093be915-657f-4dce-bf28-eb5f1581710a/AIR+JORDAN+4+RETRO.png","Air Jordan 4 Retro ""Comic""","$4,999",https://www.nike.com/mx/t/tenis-para-hombre-air-jordan-4-retro-comic-bkgSIOUl/JA1135-100
Tenis de básquetbol A'ja Wilson,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/ab665e03-df17-48e6-b3fe-2e961a02b939/A%27TWO+ASW.png","A'Two ""Mirrored""","$4,099",https://www.nike.com/mx/t/tenis-de-basquetbol-aja-wilson-atwo-mirrored-h2AHMbVG/IR4504-100
Tenis de correr en pavimento para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/502a9301-a6eb-47df-9b24-3e930e02e1ac/NIKE+STRUCTURE+PLUS.png",Nike Structure Plus,"$3,699",https://www.nike.com/mx/t/tenis-de-correr-en-pavimento-para-hombre-nike-structure-plus-Yl1qLY5T/HQ3048-005
Tenis de básquetbol para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/8fbc6b5b-da13-41e0-86d5-c0fd766cab1b/JORDAN+ALL+GAME.png",Jordan All Game,"$1,999",https://www.nike.com/mx/t/tenis-de-basquetbol-para-hombre-jordan-all-game-GeUOunUy/IQ6576-001
Tenis de entrenamiento para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/f1268759-79f2-45a0-8b47-d57025793a29/NIKE+FLEX+TRAIN.png",Nike Flex Train,"$1,899",https://www.nike.com/mx/t/tenis-de-entrenamiento-para-hombre-nike-flex-train-faZlIeXS/HV9972-001
Chanclas para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/43a25253-02a8-41a7-a0a7-10e30574ba46/NIKE+REACTX+REJUVEN8+SLIDE.png",Nike ReactX Rejuven8,"$1,499",https://www.nike.com/mx/t/chanclas-para-hombre-nike-reactx-rejuven8-deFsC4o2/HV4479-001
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/lpebomrl3j5wr5bj6k4o/AIR+JORDAN+1+RETRO+LOW+NS.png",Air Jordan 1 Retro Low,"$3,399",https://www.nike.com/mx/t/tenis-para-hombre-air-jordan-1-retro-low-86x4XLgZ/848775-005
Chanclas para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4c34ccb5-bf5d-4c9a-b6a6-3a3be5d4c88f/NIKE+VICTORI+ONE+SLIDE.png",Nike Victori One,$899,https://www.nike.com/mx/t/chanclas-para-hombre-nike-victori-one-XvDFHt/CN9675-401
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/a11be1d0-0568-4e23-a790-727dc6824159/NIKE+DUNK+LOW+RETRO.png",Nike Dunk Low Retro,"$2,599",https://www.nike.com/mx/t/tenis-para-hombre-nike-dunk-low-retro-uxjnWPAu/IM4414-200
Tenis de básquetbol,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/cfabf2c1-c247-4bcd-8254-e94ef7744efb/GIANNIS+IMMORTALITY+5.png",Giannis Immortality 5,"$2,399",https://www.nike.com/mx/t/tenis-de-basquetbol-giannis-immortality-5-yZBAd3eE/IM5130-002
Tenis de correr en pavimento para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/23a92391-dd60-49a7-b4a0-28aaa5960708/NIKE+VOMERO+18+ESS.png",Nike Vomero 18,"$3,399",https://www.nike.com/mx/t/tenis-de-correr-en-pavimento-para-hombre-nike-vomero-18-3ttXDctn/IM8333-200
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b8faafb5-4c52-4a1e-91d1-8b159ef5864e/NIKE+AIR+MAX+95+BIG+BUBBLE.png",Nike Air Max 95 Big Bubble,"$3,899",https://www.nike.com/mx/t/tenis-nike-air-max-95-big-bubble-para-hombre-ShZ8ocKI/IM9605-002
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/81470bcd-068f-46f5-83cf-2f2bdada4c53/AIR+MAX+TL+2.5.png",Nike Air Max TL 2.5,"$3,999",https://www.nike.com/mx/t/tenis-para-hombre-nike-air-max-tl-2-5-wMUhqjt8/IO3037-003
Tenis de tenis para cancha dura para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/d2bdf5e8-517e-4780-bbb3-cec384c159d3/M+ZM+GP+CHALLENGE+1.5+HC+PRM.png",Nike GP Challenge 1.5 PRM,"$3,999",https://www.nike.com/mx/t/tenis-de-tenis-para-cancha-dura-para-hombre-nike-gp-challenge-1-5-prm-AzsFIrzG/IQ6311-600
Tenis de tenis para cancha de arcilla para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e57a2dfa-9c94-4dfd-9d83-876937a6470e/M+ZOOM+GP+CHALLENGE+PRO+CLY.png",Nike Zoom GP Challenge Pro,"$2,799",https://www.nike.com/mx/t/tenis-de-tenis-para-cancha-de-arcilla-para-hombre-nike-zoom-gp-challenge-pro-Ad7qB3Lu/IR2776-002
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/f33ebd9b-5ed3-414a-8704-e1c67f4aa838/NIKE+P-6000.png",Nike P-6000,"$2,999",https://www.nike.com/mx/t/tenis-para-hombre-nike-p-6000-O3KXy8AA/IR5279-004
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/1c2125e8-900f-4e7d-8a1a-28153098dadd/NIKE+AIR+MAX+MOTO+2K+2TONE.png",Nike Air Max Moto 2K 2Tone,"$3,199",https://www.nike.com/mx/t/tenis-para-hombre-nike-air-max-moto-2k-2tone-X7adKsSC/IU7904-100
Tenis de básquetbol,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/8f3c27eb-89eb-42c5-9222-3e66b6ebe5f1/KOBE+V+PROTRO.png,"Kobe 5 ""Hyper Royal""","$4,099",https://www.nike.com/mx/launch/r/IO6256-400
Tenis para hombre,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/2da8fc50-9721-41d8-a786-f80a2bd2e440/AIR+FORCE+1+LOW+PROTRO.png,Nike Air Force 1 Low Protro,"$3,599",https://www.nike.com/mx/launch/r/IQ3920-001
Tenis de básquetbol,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/9968ef86-df3b-4ba5-b884-0847939dd7aa/KOBE+III+LOW+PROTRO.png",Kobe III Protro,"$4,399",https://www.nike.com/mx/t/tenis-de-basquetbol-kobe-iii-protro-Ss3hOjAD/IQ3917-100
Tenis para hombre,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/690528e1-5e97-4f01-a605-6ef2eb9098b8/AIR+MAX+90+SP.png,Nike Air Max 90 SP,"$3,299",https://www.nike.com/mx/launch/r/IR1953-200
Tenis de básquetbol,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4faaad0f-02b0-483f-ba8a-35036ac8b8f2/JA+4.png","Ja 4 ""Nightmare""","$2,899",https://www.nike.com/mx/t/tenis-de-basquetbol-ja-4-nightmare-C1NvNbVu/IM4135-405
Sandalias tipo mule para antes del partido para hombre,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/99b7f79b-5e29-463e-98c2-a8293c39c0a3/NIKE+MIND+001+AMP.png,Nike Mind 001 AMP,"$2,099",https://www.nike.com/mx/launch/r/IZ6659-400
Sandalias tipo mule para antes del partido para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/779dc71b-c450-4952-8571-8123b420de8c/NIKE+MIND+001.png",Nike Mind 001,"$2,099",https://www.nike.com/mx/t/sandalias-tipo-mule-para-antes-del-partido-nike-mind-001-para-hombre-E9VfROLC/HQ4307-200
Tacos de fútbol para terrenos múltiples de corte low,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/a54d96b6-59ac-4267-a2b5-0ff740235fd1/TIEMPO+MAESTRO+CLUB+FG%2FMG.png",Nike Tiempo Maestro Club,"$1,499",https://www.nike.com/mx/t/tacos-de-futbol-de-corte-low-para-terrenos-multiples-nike-tiempo-maestro-club-x0NRDH9p/IB1602-100
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5f473d7a-5a89-4836-ac38-55cf2a890a78/AIR+FORCE+1+%2707+LX.png",Nike Air Force 1 '07 LX,"$3,099",https://www.nike.com/mx/t/tenis-para-hombre-nike-air-force-1-07-lx-7tNBDY3v/IW1256-299
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4c7f3376-47b2-4548-a5f3-0a605d5d80fa/NIKE+24.7+SNEAKER.png",Nike 24.7,"$3,299",https://www.nike.com/mx/t/tenis-para-hombre-nike-24-7-T3fl3cYO/IR0447-001
Tenis para antes del partido para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c9ab44aa-3724-406a-8b07-c1ad1f2dc4d2/NIKE+MIND+002.png",Nike Mind 002,"$3,299",https://www.nike.com/mx/t/tenis-para-antes-del-partido-nike-mind-002-para-hombre-nhN263EI/HQ4308-300
Tacos de fútbol para terrenos múltiples,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/d7add534-0a9b-4c41-ac9c-e798490fe6b1/PHANTOM+6+LOW+ACAD+FG%2FMG.png",Nike Phantom 6 Low Academy,"$2,199",https://www.nike.com/mx/t/tacos-de-futbol-para-terrenos-multiples-nike-phantom-6-low-academy-7BwrSqKA/HJ4564-600
Tacos de fútbol para terreno firme,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/37cfef8e-8b11-4aa0-969b-d9fbbab6185c/PHANTOM+6+HIGH+ELITE+FG.png",Nike Phantom 6 High Elite,"$6,399",https://www.nike.com/mx/t/tacos-de-futbol-para-terreno-firme-nike-phantom-6-high-elite-TnPdDa4y/HJ2147-600
Tacos de futbol para terreno firme de corte high,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/1dcc9cca-39b5-4463-8af4-94b5a9ec2961/ZM+SUPERFLY+11+ELITE+FG+KM.png","Nike Mercurial Superfly 11 Elite ""Kylian Mbappé""","$7,599",https://www.nike.com/mx/t/tacos-de-futbol-para-terreno-firme-de-corte-high-nike-mercurial-superfly-11-elite-kylian-mbappe-lf3rsWD5/IO3791-701
Tenis de skateboarding,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/d50ef7d6-24cf-477d-aa27-b0211f074a87/NIKE+SB+ZOOM+BLAZER+MID.png",Nike SB Zoom Blazer Mid,"$2,199",https://www.nike.com/mx/t/tenis-de-skateboarding-nike-sb-zoom-blazer-mid-1yGp8eiO/IO0667-400
Tacos de futbol para pasto sintético (turf) de corte high,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/81dca9e9-4bc4-4162-9519-5e26eda94b8b/SUPERFLY+11+ACADEMY+TF+KM.png","Nike Mercurial Superfly 11 Academy ""Kylian Mbappé""","$2,599",https://www.nike.com/mx/t/tacos-de-futbol-para-pasto-sintetico-turf-de-corte-high-nike-mercurial-superfly-11-academy-kylian-mbappe-viEOlZ8i/IR0787-701
Tacos de futbol para terreno firme de corte low,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/34c9282e-7840-40e6-9eb7-60006ecc1088/ZM+SUPERFLY+11+PRO+FG.png",Nike Mercurial Superfly 11 Pro,"$4,599",https://www.nike.com/mx/t/tacos-de-futbol-para-terreno-firme-de-corte-low-nike-mercurial-superfly-11-pro-lOF8XrQ9/IF8509-100
Tacos de futbol para terrenos múltiples de corte high,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e30b3b1b-19f8-48e3-b145-a4656ffc3b3c/SUPERFLY+11+ACADEMY+FG%2FMG+KM.png","Nike Mercurial Superfly 11 Academy ""Kylian Mbappé""","$2,599",https://www.nike.com/mx/t/tacos-de-futbol-para-terrenos-multiples-de-corte-high-nike-mercurial-superfly-11-academy-kylian-mbappe-YG3toogM/IO5000-701
Tacos de futbol para terrenos múltiples de corte low,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/bd75c14a-9b62-4fc3-8d63-a9be3d8689ae/VAPOR+17+CLUB+FG%2FMG.png",Nike Mercurial Vapor 17 Club,"$1,699",https://www.nike.com/mx/t/tacos-de-futbol-para-terrenos-multiples-de-corte-low-nike-mercurial-vapor-17-club-z8LSRJhn/IM0357-600
Tacos de futbol de corte low para cancha en interiores,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/ab8e862c-f8d8-4f16-a88e-c26de4f19137/VAPOR+17+CLUB+IC.png",Nike Mercurial Vapor 17 Club,"$1,699",https://www.nike.com/mx/t/tacos-de-futbol-para-cancha-cubierta-de-corte-low-nike-mercurial-vapor-17-club-NDAoYCnD/IM5964-600
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/52388c3f-04cc-4058-b9c9-cc8584ca28de/AIR+JORDAN+1+LOW+SE.png",Air Jordan 1 Low SE,"$3,299",https://www.nike.com/mx/t/tenis-para-hombre-air-jordan-1-low-se-89ZHOU1x/IO2047-001
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/f79ec957-8456-4b91-b8d0-66c7c2938660/AIR+FORCE+1+LOW+PROTRO.png",Nike Air Force 1 Low Protro,"$3,599",https://www.nike.com/mx/t/tenis-para-hombre-nike-air-force-1-low-protro-ysdHI1aH/IQ3921-100
Tacos de fútbol para terreno firme,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/93ca63af-7800-4555-9e6e-4d73eb6fbf20/PHANTOM+6+LOW+PRO+FG.png",Nike Phantom 6 Low Pro,"$3,699",https://www.nike.com/mx/t/tacos-de-futbol-para-terreno-firme-nike-phantom-6-low-pro-qIrBoqfh/HJ4122-600
Tenis de básquetbol,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b97637b5-37ba-4219-b198-4b3f62620c89/JORDAN+LUKA+77.png",Luka 77,"$2,299",https://www.nike.com/mx/t/tenis-de-basquetbol-luka-77-qE11RLcf/IF1610-103
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b51be173-41e5-4430-a9c5-85fd90b8fc08/TOTAL+90.png",Nike Total 90,"$2,599",https://www.nike.com/mx/t/tenis-para-hombre-nike-total-90-eWRUjEkQ/HQ2851-102
Tenis de básquetbol,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/1113ea61-6dd7-4f78-9313-f6b55eac9c5a/LEBRON+XXIII+PER.png",LeBron XXIII,"$4,599",https://www.nike.com/mx/t/tenis-de-basquetbol-lebron-xxiii-h9nMpSuE/IM5125-400
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/08bdfd1f-cbfe-4935-aa51-d21e1cfce281/NIKE+BLAZY.png",Nike Blazy,"$2,099",https://www.nike.com/mx/t/tenis-para-hombre-nike-blazy-90FHTyWP/IM2523-100
Tenis de básquetbol,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/8763a508-7881-4d8f-86be-5acf7f7ffeba/JORDAN+LUKA+5.png",Luka 5,"$3,099",https://www.nike.com/mx/t/tenis-de-basquetbol-luka-5-VqVKJpMP/HV8082-501
Tenis de básquetbol,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/e8f30e87-06e7-408a-8107-5de9de3ed45f/KOBE+X+PROTRO.png,Kobe 10 Protro,"$4,099",https://www.nike.com/mx/launch/r/IO3415-100
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5308dd1a-67e4-483a-aea9-4dad7acf1a43/NIKE+VOMERO+PLUS+SP.png",Nike Vomero Plus,"$3,899",https://www.nike.com/mx/t/tenis-para-hombre-nike-vomero-plus-8IPqMyPK/IV4522-200
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/ee09a2b7-fafe-46cf-958c-1d5dd3a65516/AIR+DT+MAX+%2796+LOW.png",Nike Air DT Max ’96 Low,"$3,999",https://www.nike.com/mx/t/tenis-para-hombre-nike-air-dt-max-96-low-L2w8CUWX/IO4223-100
Tenis de básquetbol,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/d93eca72-54db-43ec-becd-6c0b6e1e5a47/JORDAN+LUKA+5+GHOST.png","Luka 5 ""Ghost""","$3,099",https://www.nike.com/mx/t/tenis-de-basquetbol-luka-5-ghost-vbRZTnnl/IO5029-100
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5d4a75e1-c9c8-47f4-84bf-90d043c632ab/AIR+MAX+GOADOME+LOW+SP.png",Nike Air Max Goadome Low SP,"$3,999",https://www.nike.com/mx/t/tenis-para-hombre-nike-air-max-goadome-low-sp-xCQSN51t/IQ0641-001
Tenis de correr en pavimento para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6fba97f8-aa5a-4821-8dd7-a22907e6ed8d/NIKE+VOMERO+PRM+QS.png",Nike Vomero Premium,"$5,099",https://www.nike.com/mx/t/tenis-de-correr-en-pavimento-para-hombre-nike-vomero-premium-sTSb72KF/IR2168-003
Tenis para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/9a193c06-0fbe-4a5a-be05-abaa7119e15e/NIKE+COURT+VISION+LO+FL.png",Nike Court Vision Low FL,"$1,899",https://www.nike.com/mx/t/tenis-para-hombre-nike-court-vision-low-fl-0oopqAGj/IO7727-002
Tenis para hombre,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/462e7c61-027c-469c-a6e6-a3222bfdefd7/NIKE+AIR+MAX+95+BB+AB.png,Nike Air Max 95 Big Bubble x Aya Brown,"$3,899",https://www.nike.com/mx/launch/r/IQ6687-300
Tenis de correr en pavimento para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/ba2ab3da-0d91-4ebf-8dc0-b6e858b3bcd8/NIKE+RUN+DEFY.png",Nike Run Defy,"$1,499",https://www.nike.com/mx/t/tenis-de-correr-en-pavimento-para-hombre-nike-run-defy-mqf9MhWw/HM9594-004
Tenis para mujer,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/fe247f74-c227-4bf0-838a-63cf54e33e66/REJUVEN8+RUN+OG.png",Nike Rejuven8 Run OG,"$3,299",https://www.nike.com/mx/t/tenis-para-mujer-nike-rejuven8-run-og-SUlDyMpA/IW1263-999
Tenis de entrenamiento para hombre,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/0b7e4aae-3c95-480a-ad91-85128091a934/M+NIKE+MC+TRAINER+4.png",Nike MC Trainer 4,"$1,899",https://www.nike.com/mx/t/tenis-de-entrenamiento-para-hombre-nike-mc-trainer-4-0tLJCXzL/IM3575-002
Tenis de básquetbol,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4a2d056a-4614-41dc-9d3c-4fe4ee8a122a/AIR+ZOOM+G.T.+CUT+ACADEMY+2.png",Nike G.T. Cut Academy 2,"$2,099",https://www.nike.com/mx/t/tenis-de-basquetbol-nike-gt-cut-academy-2-1KyAUXOP/HV9774-004
